match_id,radiant_pick,dire_pick,radiant_pick_order,dire_pick_order,radiant_win
7136693212,"['Witch Doctor', 'Bounty Hunter', 'Anti-Mage', 'Invoker']","['Slark', 'Venomancer', 'Legion Commander', 'Monkey King', 'Riki']","[1, 3, 4, 7]","[0, 2, 5, 6, 8]",True
7136661402,"['Rubick', 'Chen', 'Slark', 'Tiny', 'Dark Seer']","['Bounty Hunter', 'Crystal Maiden', 'Dawnbreaker', 'Winter Wyvern', 'Bloodseeker']","[1, 3, 4, 6, 8]","[0, 2, 5, 7, 9]",False
7136650614,"['Riki', 'Enchantress', 'Shadow Demon', 'Faceless Void', 'Puck']","['Batrider', 'Clockwerk', 'Phoenix', 'Morphling', 'Alchemist']","[0, 2, 4, 6, 8]","[1, 3, 5, 7, 9]",True
7136643109,"['Ancient Apparition', 'Rubick', 'Centaur Warrunner', 'Alchemist', 'Dragon Knight']","['Keeper of the Light', 'Silencer', 'Ember Spirit', 'Legion Commander', 'Sven']","[0, 2, 5, 7, 9]","[1, 3, 4, 6, 8]",False
7136640915,"['Venomancer', 'Shadow Shaman', 'Omniknight', 'Mirana', 'Underlord']","['Disruptor', 'Invoker', 'Juggernaut', 'Earthshaker', 'Mars']","[1, 3, 5, 7, 9]","[0, 2, 4, 6, 8]",True
7136636310,"['Nyx Assassin', 'Spirit Breaker', 'Legion Commander', 'Spectre', 'Morphling']","['Mirana', 'Doom', 'Phoenix', 'Monkey King', 'Abaddon']","[1, 2, 4, 7, 8]","[0, 3, 5, 6, 9]",False
7136630808,"['Witch Doctor', 'Death Prophet', 'Tidehunter', 'Storm Spirit', 'Phantom Lancer']","['Legion Commander', 'Pudge', 'Shadow Shaman', 'Monkey King', 'Ember Spirit']","[1, 2, 5, 6, 9]","[0, 3, 4, 7, 8]",True
7136612817,"['Medusa', 'Ancient Apparition', 'Underlord', 'Clockwerk', 'Queen of Pain']","['Alchemist', 'Rubick', 'Anti-Mage', 'Silencer', 'Magnus']","[1, 2, 6, 7, 8]","[0, 3, 4, 5, 9]",True
7136602013,"['Techies', 'Windranger', 'Beastmaster', 'Faceless Void', 'Oracle']","['Skywrath Mage', 'Pugna', 'Underlord', 'Storm Spirit', 'Troll Warlord']","[0, 3, 4, 7, 8]","[1, 2, 5, 6, 9]",False
7136600712,"['Jakiro', 'Troll Warlord', 'Mirana', 'Kunkka', 'Muerta']","['Snapfire', 'Magnus', 'Primal Beast', 'Bounty Hunter', 'Phantom Assassin']","[2, 3, 6, 7, 9]","[0, 1, 4, 5, 8]",False
7136590509,"['Mars', 'Lich', 'Tusk', 'Riki', 'Void Spirit']","['Shadow Shaman', 'Legion Commander', 'Clockwerk', 'Centaur Warrunner', 'Bloodseeker']","[0, 1, 5, 6, 9]","[2, 3, 4, 7, 8]",True
7136579304,"['Oracle', 'Spirit Breaker', 'Alchemist', 'Enigma', 'Leshrac']","['Undying', 'Dark Willow', 'Ember Spirit', 'Doom', 'Templar Assassin']","[1, 3, 4, 7, 8]","[0, 2, 5, 6, 9]",False
7136577101,"['Io', 'Sven', 'Ember Spirit', 'Underlord', 'Lion']","['Riki', 'Bounty Hunter', 'Medusa', 'Tiny', 'Pudge']","[2, 3, 4, 6, 8]","[0, 1, 5, 7, 9]",True
7136563013,"['Ogre Magi', 'Shadow Demon', 'Ursa', 'Anti-Mage', 'Enigma']","['Pugna', 'Disruptor', 'Doom', 'Pudge', 'Pangolier']","[1, 3, 5, 6, 9]","[2, 4, 7, 8, 10]",True
7136561915,"['Silencer', 'Storm Spirit', 'Dazzle', 'Sand King', 'Faceless Void']","['Pudge', 'Outworld Destroyer', 'Slardar', 'Anti-Mage', 'Axe']","[2, 3, 4, 6, 9]","[0, 1, 5, 7, 8]",False
7136539603,"['Pudge', 'Crystal Maiden', 'Clinkz', 'Naga Siren', 'Tiny']","['Dazzle', 'Tidehunter', 'Venomancer', 'Timbersaw']","[0, 2, 3, 6, 8]","[1, 4, 5, 7]",True
7136527303,"['Chen', 'Skywrath Mage', 'Riki', 'Mars', 'Storm Spirit']","['Crystal Maiden', 'Tiny', 'Terrorblade', 'Visage', 'Puck']","[0, 2, 5, 7, 9]","[1, 3, 4, 6, 8]",False
7136524604,"['Nyx Assassin', 'Omniknight', 'Medusa', 'Beastmaster', 'Huskar']","['Bounty Hunter', 'Venomancer', 'Rubick', 'Void Spirit', 'Phantom Lancer']","[1, 3, 4, 6, 9]","[0, 2, 5, 7, 8]",True
7136519019,"['Disruptor', 'Enchantress', 'Medusa', 'Timbersaw', 'Windranger']","['Bristleback', 'Jakiro', 'Bounty Hunter', 'Pudge', 'Anti-Mage']","[1, 3, 5, 6, 8]","[0, 2, 4, 7, 9]",True
7136515916,"['Disruptor', 'Faceless Void', 'Shadow Fiend', 'Phantom Assassin', 'Juggernaut']","['Crystal Maiden', 'Techies', 'Pangolier', 'Ursa', 'Puck']","[0, 3, 5, 7, 10]","[1, 2, 4, 8, 9]",True
7136505801,"['Warlock', 'Enchantress', 'Centaur Warrunner', 'Phantom Assassin', 'Arc Warden']","['Skywrath Mage', 'Ancient Apparition', 'Riki', 'Bristleback', 'Windranger']","[0, 1, 5, 7, 9]","[2, 3, 4, 6, 8]",False
7136504406,"['Mirana', 'Hoodwink', 'Anti-Mage', 'Storm Spirit', 'Venomancer']","['Pudge', 'Ancient Apparition', 'Monkey King', 'Dark Seer', 'Meepo']","[3, 4, 6, 8, 10]","[0, 2, 5, 7, 9]",True
7136498502,"['Keeper of the Light', 'Rubick', 'Primal Beast', 'Pangolier', 'Alchemist']","['Venomancer', 'Pugna', 'Queen of Pain', 'Legion Commander', 'Anti-Mage']","[1, 3, 4, 7, 8]","[0, 2, 5, 6, 9]",True
7136498300,"['Alchemist', 'Io', 'Magnus', 'Hoodwink', 'Ogre Magi']","['Void Spirit', 'Dawnbreaker', 'Luna', 'Leshrac', 'Storm Spirit']","[0, 1, 4, 5, 9]","[2, 3, 6, 7, 8]",True
7136495106,"['Winter Wyvern', 'Lion', 'Puck', 'Ursa', 'Axe']","['Phantom Lancer', 'Lich', 'Medusa', 'Nyx Assassin', 'Invoker']","[2, 3, 5, 6, 8]","[0, 1, 4, 7, 9]",False
7136492517,"['Alchemist', 'Rubick', 'Bane', 'Ogre Magi', 'Batrider']","['Keeper of the Light', 'Dawnbreaker', 'Tusk', 'Void Spirit', 'Luna']","[1, 2, 5, 6, 9]","[0, 3, 4, 7, 8]",True
7136443204,"['Skywrath Mage', 'Ogre Magi', 'Slark', 'Lion', 'Huskar']","['Undying', 'Keeper of the Light', 'Pugna', 'Enigma', 'Bloodseeker']","[1, 2, 5, 6, 9]","[0, 3, 4, 7, 8]",True
7136438605,"['Bounty Hunter', 'Crystal Maiden', 'Legion Commander', 'Monkey King', 'Tinker']","['Outworld Destroyer', 'Alchemist', 'Morphling', 'Enchantress', 'Earthshaker']","[1, 3, 6, 7, 9]","[0, 2, 4, 5, 8]",True
7136402607,"['Shadow Shaman', 'Crystal Maiden', 'Slark', 'Tiny', 'Batrider']","['Keeper of the Light', 'Snapfire', 'Tinker', 'Alchemist', 'Riki']","[2, 3, 6, 8, 10]","[0, 4, 5, 7, 9]",False
7136399804,"['Disruptor', 'Clockwerk', 'Phantom Assassin', 'Invoker', 'Slark']","['Venomancer', 'Pudge', 'Dragon Knight', 'Shadow Fiend', 'Mars']","[0, 2, 4, 5, 8]","[1, 3, 6, 7, 9]",True
7136399509,"['Ember Spirit', 'Bounty Hunter', 'Anti-Mage', 'Legion Commander', 'Pudge']","['Pangolier', 'Windranger', 'Monkey King', 'Tiny', 'Troll Warlord']","[0, 3, 7, 8, 10]","[2, 4, 5, 6, 9]",False
7136387215,"['Jakiro', 'Skywrath Mage', 'Visage', 'Dawnbreaker', 'Ursa']","['Rubick', 'Shadow Shaman', 'Juggernaut', 'Lycan', 'Death Prophet']","[2, 4, 5, 8, 10]","[1, 3, 6, 7, 9]",False
7136370403,"['Invoker', 'Alchemist', 'Nyx Assassin', 'Axe', 'Venomancer']","['Tusk', 'Jakiro', 'Monkey King', 'Sand King', 'Windranger']","[0, 2, 4, 7, 9]","[1, 3, 6, 8, 10]",False
7136366505,"['Mirana', 'Legion Commander', 'Phoenix', 'Viper', 'Troll Warlord']","['Pudge', 'Ancient Apparition', 'Doom', 'Medusa', 'Queen of Pain']","[0, 1, 6, 7, 8]","[2, 3, 4, 5, 9]",False
7136355105,"['Pudge', 'Skywrath Mage', 'Magnus', 'Slark', 'Huskar']","['Keeper of the Light', 'Crystal Maiden', 'Riki', 'Storm Spirit', 'Legion Commander']","[1, 2, 5, 6, 9]","[3, 4, 7, 8, 10]",True
7136350500,"['Techies', 'Crystal Maiden', 'Sven', 'Timbersaw', 'Ember Spirit']","['Enchantress', 'Clockwerk', 'Void Spirit', 'Doom', 'Luna']","[0, 3, 6, 7, 8]","[1, 2, 4, 5, 9]",False
7136332202,"['Venomancer', 'Jakiro', 'Pangolier', 'Slardar', 'Terrorblade']","['Weaver', 'Medusa', 'Anti-Mage', 'Abaddon', 'Storm Spirit']","[1, 3, 4, 7, 8]","[0, 2, 5, 6, 9]",True
7136326518,"['Keeper of the Light', 'Rubick', 'Beastmaster', 'Primal Beast', 'Anti-Mage']","['Disruptor', 'Ogre Magi', 'Pugna', 'Skywrath Mage', 'Alchemist']","[1, 3, 5, 6, 8]","[0, 2, 4, 7, 9]",True
7136326016,"['Rubick', 'Oracle', 'Bounty Hunter', 'Bloodseeker', 'Puck']","['Dawnbreaker', 'Keeper of the Light', 'Bristleback', 'Sven', 'Storm Spirit']","[1, 3, 6, 7, 9]","[0, 2, 4, 5, 8]",False
7136315013,"['Venomancer', 'Bounty Hunter', 'Pangolier', 'Magnus', 'Juggernaut']","['Pudge', 'Phantom Lancer', 'Gyrocopter', 'Nyx Assassin', 'Tiny']","[0, 3, 4, 7, 9]","[1, 2, 5, 8, 10]",True
7136301010,"['Alchemist', 'Tusk', 'Pudge', 'Enchantress', 'Venomancer']","['Chen', 'Clinkz', 'Timbersaw', 'Monkey King', 'Phantom Lancer']","[2, 3, 5, 7, 9]","[0, 1, 4, 6, 8]",False
7136286408,"['Weaver', 'Brewmaster', 'Anti-Mage', 'Primal Beast', 'Pangolier']","['Medusa', 'Dawnbreaker', 'Keeper of the Light', 'Queen of Pain', 'Doom']","[1, 3, 6, 7, 8]","[0, 2, 4, 5, 9]",True
7136286219,"['Rubick', 'Lina', 'Sand King', 'Queen of Pain']","['Clockwerk', 'Phantom Assassin', 'Ember Spirit']","[1, 2, 3, 7]","[4, 5, 6]",False
7136280215,"['Undying', 'Sniper', 'Faceless Void', 'Ogre Magi', 'Ember Spirit']","['Io', 'Disruptor', 'Riki', 'Pangolier', 'Doom']","[0, 2, 4, 7, 9]","[1, 3, 6, 8, 10]",True
7136270317,"['Windranger', 'Faceless Void', 'Shadow Demon', 'Ursa', 'Lion']","['Axe', 'Medusa', 'Phoenix', 'Sven', 'Oracle']","[1, 2, 5, 7, 9]","[0, 3, 4, 6, 8]",True
7136266701,"['Bounty Hunter', 'Undying', 'Templar Assassin', 'Rubick', 'Puck']","['Magnus', 'Keeper of the Light', 'Jakiro', 'Snapfire', 'Troll Warlord']","[1, 3, 4, 6, 9]","[0, 2, 5, 7, 8]",True
7136263219,"['Lion', 'Timbersaw', 'Naga Siren', 'Silencer', 'Tiny']","['Enchantress', 'Storm Spirit', 'Ember Spirit', 'Rubick', 'Legion Commander']","[1, 2, 6, 7, 9]","[3, 4, 5, 8, 10]",False
7136245315,"['Viper', 'Shadow Shaman', 'Legion Commander', 'Invoker', 'Wraith King']","['Pudge', 'Techies', 'Bane', 'Riki', 'Void Spirit']","[1, 3, 4, 7, 9]","[0, 2, 5, 6, 8]",False
7136243510,"['Nyx Assassin', 'Grimstroke', 'Axe', 'Pangolier', 'Ursa']","['Phantom Lancer', 'Disruptor', 'Bounty Hunter', 'Dawnbreaker', 'Muerta']","[0, 2, 5, 7, 9]","[1, 3, 4, 6, 8]",True
7136235905,"['Rubick', 'Undying', 'Storm Spirit', 'Alchemist', 'Beastmaster']","['Ancient Apparition', 'Ember Spirit', 'Doom', 'Venomancer', 'Anti-Mage']","[1, 3, 4, 5, 9]","[0, 2, 6, 7, 8]",False
7136225703,"['Oracle', 'Nyx Assassin', 'Clinkz', 'Void Spirit', 'Weaver']","['Keeper of the Light', 'Shadow Demon', 'Underlord', 'Tiny', 'Medusa']","[2, 3, 4, 6, 8]","[0, 1, 5, 7, 9]",False
7136223716,"['Tiny', 'Warlock', 'Beastmaster', 'Pangolier', 'Ursa']","['Lich', 'Mirana', 'Doom', 'Puck', 'Weaver']","[0, 1, 4, 5, 9]","[2, 3, 6, 7, 8]",True
7136210415,"['Techies', 'Sven', 'Vengeful Spirit', 'Luna', 'Tinker']","['Venomancer', 'Grimstroke', 'Omniknight', 'Slark', 'Sniper']","[0, 1, 4, 6, 9]","[2, 3, 5, 7, 8]",True
7136192516,"['Undying', 'Mirana', 'Medusa', 'Pangolier', 'Timbersaw']","['Void Spirit', 'Io', 'Terrorblade', 'Ogre Magi', 'Monkey King']","[2, 5, 6, 7, 10]","[3, 4, 8, 9, 11]",True
7136187709,"['Alchemist', 'Medusa', 'Necrophos', 'Pugna', 'Batrider']","['Rubick', 'Spirit Breaker', 'Bane', 'Monkey King', 'Storm Spirit']","[2, 3, 5, 7, 8]","[0, 1, 4, 6, 9]",False
7136174905,"['Chen', 'Bounty Hunter', 'Sven', 'Queen of Pain', 'Doom']","['Ancient Apparition', 'Storm Spirit', 'Clockwerk', 'Dark Seer', 'Troll Warlord']","[1, 3, 4, 6, 9]","[0, 2, 5, 7, 8]",True
7136173903,"['Ogre Magi', 'Tiny', 'Drow Ranger', 'Tidehunter', 'Batrider']","['Snapfire', 'Techies', 'Axe', 'Clinkz', 'Storm Spirit']","[1, 3, 6, 7, 9]","[0, 2, 4, 5, 10]",True
7136161917,"['Doom', 'Medusa', 'Enchantress', 'Visage', 'Drow Ranger']","['Elder Titan', 'Nyx Assassin', 'Alchemist', 'Batrider', 'Pangolier']","[0, 1, 5, 6, 9]","[2, 3, 4, 7, 8]",False
7136145418,"['Chen', 'Earthshaker', 'Legion Commander', 'Phantom Lancer', 'Storm Spirit']","['Io', 'Mirana', 'Bristleback', 'Alchemist', 'Batrider']","[4, 5, 8, 9, 12]","[2, 3, 7, 10, 11]",False
7136126210,"['Muerta', 'Venomancer', 'Doom', 'Primal Beast', 'Queen of Pain']","['Alchemist', 'Chen', 'Keeper of the Light', 'Storm Spirit', 'Meepo']","[2, 4, 5, 6, 9]","[0, 3, 7, 8, 10]",True
7136108412,"['Skywrath Mage', 'Io', 'Brewmaster', 'Muerta', 'Mars']","['Snapfire', 'Disruptor', 'Clinkz', 'Doom', 'Lifestealer']","[0, 3, 5, 7, 10]","[1, 4, 6, 8, 9]",True
7136096905,"['Keeper of the Light', 'Lich', 'Beastmaster', 'Phantom Lancer', 'Rubick']","['Nyx Assassin', 'Jakiro', 'Magnus', 'Doom', 'Riki']","[0, 3, 5, 6, 9]","[2, 4, 7, 8, 10]",False
7136094417,"['Pugna', 'Centaur Warrunner', 'Slark', 'Necrophos', 'Ancient Apparition']","['Mirana', 'Disruptor', 'Windranger', 'Pudge', 'Medusa']","[2, 3, 5, 7, 8]","[0, 1, 4, 6, 9]",False
7135998211,"['Enchantress', 'Rubick', 'Magnus', 'Legion Commander', 'Alchemist']","['Gyrocopter', 'Techies', 'Ember Spirit', 'Dragon Knight', 'Ursa']","[1, 3, 4, 5, 9]","[0, 2, 6, 7, 8]",False
7135981116,"['Enchantress', 'Broodmother', 'Terrorblade', 'Mirana', 'Legion Commander']","['Void Spirit', 'Bounty Hunter', 'Crystal Maiden', 'Sven', 'Dark Seer']","[2, 3, 6, 7, 8]","[0, 1, 4, 5, 9]",False
7135979804,"['Enchantress', 'Nyx Assassin', 'Undying', 'Storm Spirit', 'Phantom Lancer']","['Arc Warden', 'Earthshaker', 'Mirana', 'Bloodseeker', 'Death Prophet']","[0, 2, 6, 7, 9]","[1, 3, 4, 5, 8]",False
7135975906,"['Keeper of the Light', 'Alchemist', 'Doom', 'Mirana', 'Terrorblade']","['Silencer', 'Queen of Pain', 'Medusa', 'Legion Commander', 'Pudge']","[0, 1, 5, 7, 9]","[2, 3, 4, 6, 8]",True
7135961914,"['Silencer', 'Alchemist', 'Tusk', 'Dark Seer', 'Leshrac']","['Venomancer', 'Tiny', 'Riki', 'Slark', 'Void Spirit']","[0, 3, 7, 8, 9]","[1, 2, 5, 6, 10]",True
7135956804,"['Oracle', 'Muerta', 'Ogre Magi', 'Phantom Assassin', 'Windranger']","['Riki', 'Queen of Pain', 'Ancient Apparition', 'Faceless Void']","[2, 3, 4, 7, 8]","[1, 5, 6, 9]",True
7135944209,"['Brewmaster', 'Enchantress', 'Ancient Apparition', 'Ember Spirit', 'Phantom Lancer']","['Undying', 'Tusk', 'Medusa', 'Doom', 'Omniknight']","[1, 5, 6, 8, 10]","[3, 4, 7, 9, 11]",True
7135905304,"['Warlock', 'Rubick', 'Riki', 'Medusa', 'Underlord']","['Sven', 'Crystal Maiden', 'Dawnbreaker', 'Treant Protector', 'Earth Spirit']","[2, 4, 6, 8, 9]","[0, 3, 5, 7, 10]",True
7135898003,"['Alchemist', 'Kunkka', 'Arc Warden', 'Io', 'Bristleback']","['Phantom Assassin', 'Skywrath Mage', 'Tinker', 'Enchantress', 'Bounty Hunter']","[1, 2, 4, 6, 8]","[0, 3, 5, 7, 9]",False
7135864016,"['Silencer', 'Ancient Apparition', 'Underlord', 'Sven', 'Tiny']","['Zeus', 'Skywrath Mage', 'Axe', 'Riki', 'Ember Spirit']","[1, 2, 5, 8, 9]","[0, 3, 6, 7, 10]",True
7135845500,"['Rubick', 'Crystal Maiden', 'Abaddon', 'Terrorblade', 'Storm Spirit']","['Alchemist', 'Marci', 'Skywrath Mage', 'Templar Assassin', 'Nyx Assassin']","[1, 3, 5, 7, 8]","[0, 2, 4, 6, 9]",True
7135843303,"['Lich', ""Nature's Prophet"", 'Lone Druid', 'Bounty Hunter', 'Juggernaut']","['Techies', 'Axe', 'Grimstroke', 'Shadow Fiend', 'Naga Siren']","[1, 2, 5, 7, 9]","[3, 4, 6, 8, 10]",True
7135817209,"['Ogre Magi', 'Silencer', 'Monkey King', 'Doom', 'Void Spirit']","[""Nature's Prophet"", 'Rubick', 'Morphling', 'Mirana', 'Alchemist']","[1, 3, 5, 6, 9]","[2, 4, 7, 8, 10]",False
7135795011,"['Snapfire', 'Tiny', 'Leshrac', 'Doom', 'Naga Siren']","['Riki', 'Clinkz', 'Ogre Magi', 'Disruptor', 'Wraith King']","[0, 3, 4, 6, 8]","[1, 2, 5, 7, 9]",True
7135781101,"['Grimstroke', 'Warlock', 'Axe', 'Void Spirit', 'Sniper']","['Muerta', 'Ancient Apparition', 'Bloodseeker', 'Rubick', 'Storm Spirit']","[2, 3, 4, 7, 8]","[0, 1, 5, 6, 9]",False
7135774817,"['Rubick', 'Enchantress', 'Terrorblade', 'Underlord', 'Storm Spirit']","['Bounty Hunter', 'Oracle', 'Chaos Knight', 'Naga Siren', 'Tinker']","[2, 3, 6, 7, 9]","[0, 1, 5, 8, 10]",True
7135766909,"['Doom', 'Mirana', 'Void Spirit', 'Phoenix', 'Terrorblade']","['Keeper of the Light', 'Clockwerk', 'Anti-Mage', 'Monkey King', 'Tusk']","[2, 4, 6, 7, 9]","[1, 3, 5, 8, 10]",False
7135759115,"['Venomancer', 'Windranger', 'Ursa', 'Underlord', 'Mirana']","['Alchemist', 'Rubick', 'Dark Seer', 'Medusa', 'Tinker']","[2, 3, 4, 5, 9]","[0, 1, 6, 7, 8]",True
7135740502,"['Silencer', 'Zeus', 'Dazzle', 'Phantom Assassin', 'Chaos Knight']","['Spirit Breaker', 'Crystal Maiden', 'Phantom Lancer', 'Bristleback', 'Void Spirit']","[1, 2, 6, 7, 9]","[0, 3, 4, 5, 8]",False
7135734916,"['Invoker', 'Pangolier', 'Phantom Lancer', 'Omniknight', 'Oracle']","['Batrider', 'Rubick', 'Techies', 'Faceless Void', 'Beastmaster']","[0, 1, 4, 5, 8]","[2, 3, 6, 7, 9]",True
7135715601,"['Shadow Shaman', 'Medusa', 'Ogre Magi', 'Templar Assassin', 'Pangolier']","['Keeper of the Light', 'Venomancer', 'Dark Seer', 'Arc Warden', 'Ember Spirit']","[1, 2, 5, 6, 9]","[0, 3, 7, 8, 10]",False
7135696415,"['Rubick', 'Crystal Maiden', 'Axe', 'Slark', 'Muerta']","['Enchantress', 'Jakiro', 'Riki', 'Ogre Magi', 'Batrider']","[1, 2, 7, 9, 10]","[0, 3, 5, 8, 11]",False
7135682707,"['Alchemist', 'Io', 'Timbersaw', 'Rubick', 'Void Spirit']","['Pudge', 'Hoodwink', 'Ancient Apparition', 'Batrider', 'Slark']","[0, 1, 5, 7, 9]","[2, 3, 4, 6, 8]",True
7135671911,"['Alchemist', 'Dawnbreaker', 'Meepo', 'Underlord', 'Nyx Assassin']","['Warlock', 'Brewmaster', 'Muerta', 'Medusa', 'Void Spirit']","[0, 2, 6, 7, 8]","[1, 3, 4, 5, 9]",True
7135650806,"['Pugna', 'Nyx Assassin', 'Legion Commander', 'Riki', 'Windranger']","['Silencer', 'Hoodwink', 'Ogre Magi', 'Anti-Mage', 'Juggernaut']","[0, 2, 4, 5, 8]","[1, 3, 6, 7, 9]",True
7135644614,"['Chen', 'Alchemist', 'Slark', 'Dragon Knight', 'Monkey King']","['Clinkz', 'Nyx Assassin', 'Keeper of the Light', 'Enchantress', 'Riki']","[2, 3, 4, 7, 9]","[0, 1, 5, 6, 8]",False
7135634813,"['Bounty Hunter', 'Mirana', 'Slark', 'Keeper of the Light', 'Queen of Pain']","['Clockwerk', 'Pangolier', 'Warlock', 'Mars', ""Nature's Prophet""]","[1, 3, 6, 7, 9]","[2, 4, 5, 8, 10]",True
7135610412,"['Underlord', 'Techies', 'Alchemist', 'Lich', 'Storm Spirit']","['Bounty Hunter', 'Lion', 'Batrider', 'Slark', 'Magnus']","[1, 3, 6, 7, 10]","[2, 4, 5, 8, 9]",False
7135602214,"['Chen', 'Rubick', 'Timbersaw', 'Muerta', 'Void Spirit']","['Skywrath Mage', 'Alchemist', 'Legion Commander', 'Pudge', 'Pangolier']","[0, 1, 4, 7, 8]","[2, 3, 5, 6, 9]",False
7135584506,"['Keeper of the Light', 'Mirana', 'Axe', 'Monkey King', 'Naga Siren']","['Skywrath Mage', 'Alchemist', 'Ember Spirit', 'Crystal Maiden', 'Venomancer']","[0, 2, 4, 5, 9]","[1, 3, 6, 7, 8]",True
7135574506,"['Pudge', 'Grimstroke', 'Medusa', 'Ogre Magi', 'Queen of Pain']","['Mirana', 'Shadow Shaman', 'Sniper', 'Night Stalker', 'Anti-Mage']","[0, 2, 6, 7, 9]","[1, 3, 4, 5, 8]",True
7135567517,"['Dazzle', 'Slark', 'Axe', 'Ursa', 'Ember Spirit']","['Keeper of the Light', 'Alchemist', 'Queen of Pain', 'Magnus', 'Templar Assassin']","[1, 2, 6, 7, 9]","[0, 3, 4, 5, 8]",True
7135557012,"['Bounty Hunter', 'Dark Seer', 'Medusa', 'Snapfire', 'Tusk']","['Crystal Maiden', 'Nyx Assassin', 'Bloodseeker', 'Night Stalker', 'Pangolier']","[0, 3, 4, 7, 8]","[1, 2, 5, 6, 9]",True
7135555908,"['Alchemist', 'Hoodwink', 'Storm Spirit', 'Oracle', 'Legion Commander']","['Ember Spirit', 'Disruptor', 'Batrider', 'Nyx Assassin', 'Riki']","[1, 3, 5, 7, 8]","[0, 2, 4, 6, 9]",True
7135531407,"['Mirana', 'Vengeful Spirit', 'Sven', 'Brewmaster', 'Snapfire']","['Rubick', 'Skywrath Mage', 'Storm Spirit', 'Primal Beast', 'Slark']","[1, 3, 4, 5, 8]","[0, 2, 6, 7, 9]",False
7135495703,"['Bounty Hunter', 'Mirana', 'Underlord', 'Medusa', 'Puck']","['Crystal Maiden', 'Legion Commander', 'Kunkka', 'Dark Willow', 'Anti-Mage']","[0, 3, 4, 5, 8]","[1, 2, 6, 7, 9]",True
7135488802,"['Skywrath Mage', 'Pugna', 'Terrorblade', 'Dragon Knight', 'Huskar']","['Rubick', 'Crystal Maiden', 'Alchemist', 'Timbersaw', 'Leshrac']","[0, 2, 4, 7, 8]","[1, 3, 5, 6, 9]",True
7135481315,"['Axe', 'Earthshaker', 'Puck', 'Rubick', 'Slark']","['Bounty Hunter', 'Silencer', 'Underlord', 'Templar Assassin', 'Tinker']","[1, 3, 5, 7, 8]","[0, 2, 4, 6, 9]",False
7135462615,"['Enchantress', 'Disruptor', 'Dragon Knight', 'Muerta', 'Outworld Destroyer']","['Lich', 'Techies', 'Legion Commander', 'Naga Siren', 'Sniper']","[1, 2, 4, 6, 8]","[0, 3, 5, 7, 9]",False
7135458716,"['Bounty Hunter', 'Underlord', 'Morphling', 'Omniknight', 'Storm Spirit']","['Warlock', 'Dark Willow', 'Muerta', 'Mars', 'Queen of Pain']","[0, 1, 6, 7, 8]","[2, 3, 4, 5, 9]",True
